ID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15
50032,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50034,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50035,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50036,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50037,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50038,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50039,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50040,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50041,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50042,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50043,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50044,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50045,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50046,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50047,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50048,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50049,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50050,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50051,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50052,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50053,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50054,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50055,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50056,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50059,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50060,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50061,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50062,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50064,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50065,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50067,0,0,0,0,0.25,0,0,0,0.125,0,0,0,0.125,0,0
50070,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50071,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50072,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50074,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50075,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50077,0,0,0.125,0,0,0,0,0.375,0,0,0,0,0.25,0,0
50078,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50080,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
50082,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50083,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50084,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50086,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50087,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50088,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50090,0,0.25,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0
50092,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0
50093,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0
50094,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
50097,0,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0,0
50098,0.25,0,0,0,0,0,0.125,0,0,0,0,0,0.25,0,0
50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
50100,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50102,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.125
50103,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50104,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
50105,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50106,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50107,0,0.25,0,0,0.5,0,0.125,0,0,0,0,0,0,0,0
50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0
50111,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50113,0.125,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
50116,0,0,0,0,0.125,0.25,0,0,0,0,0,0,0.125,0,0
50117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
50118,0.125,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0
50119,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50120,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.25
50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0
50122,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125
50123,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
50125,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50126,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
50127,0.25,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
50128,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0
50129,0,0,0.375,0,0,0,0,0,0,0,0,0,0.125,0,0.125
50131,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50133,0,0,0,0.625,0,0,0,0,0,0,0,0,0.125,0,0
50134,0,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0
50135,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50136,0.375,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50137,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
50140,0.375,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0
50143,0,0,0,0,0,0,0,0.5,0.75,0,0,0,0,0.125,0
50144,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.125
50147,0,0.25,0,0,0,0,0,0.125,0,0,0,0,0,0,0
50148,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
50149,0,0,0,0,0,0,0,0,0.75,0,0,0,3.625,21.375,0
50150,0,0.375,0,0,0,0.125,0,0.25,0,0,0,0,1.5,0,0.625
50151,0,0.375,0,0,0,0,0,0,0.875,0,0,0,2.75,0,0
50152,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0
50153,0,0,0,0,0,0,0.375,0,0,0,0,0,0.875,0,3.25
50154,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50155,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50156,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0
50157,0.125,0,0.25,0.75,0,0,0,0,0,0,0,0,2.25,0.625,2.125
50158,0,0.875,0,0,0,0.75,0,0,0,0,0,0,1.375,0,0
50159,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0
50160,0,0,0,0,0,0.125,0,0,1.125,0,0,0,1,1,0
50161,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0
50162,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0
50163,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0
50164,1.125,0,0,0,0,1,0,0,1.5,0,0,0,0.625,2.625,0
50165,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.25,0
50166,0.875,0,0.875,3.75,0.25,1.25,2.125,0,3.375,0,0,0,0.75,1.75,0
50167,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50168,0,0,0,0,0,0.125,0,0.25,0,0,0,0,1.25,1.5,0
50169,0,0.5,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50171,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50172,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50173,0,0,0,0,0,0,0,0,0,0,0,0,0.625,1.625,0
50174,0,0,0,0,0,2.125,1.25,0,0,0,0,0,1.25,0,0
50175,0,0,0.5,0,0,0.125,0.25,0,0,0,0,0,1.25,0,0
50176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50177,0,0,0,0,0,0.625,0,0,0,0,0,0,0.625,1.25,0.875
50178,0,0,0,0.375,1.875,0,0,0,0.875,0,0,0,0.375,0,0
50179,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50180,0,0.125,0,0,0,0,0,0,0,0,0,0,1.125,0,0
50181,0,0,0,0,0,1,0,0,0.625,0,0,0,0.875,0,0
50182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50183,0.875,0,0.375,0,0,0,0,0,1.75,0,0,0,0.125,0,0
50184,0.625,0,0,0,0,0,0.625,0,0,0,0,0,0.5,0,0
50185,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0
50186,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50187,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50188,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50189,0,0.375,0,0,0,0,0,0.375,0,0,0,0,0.875,0,0
50190,0,0,0,0,0,0.5,0,0,0,0,0,0,0.75,0,0
50191,0,0,0,0,0,0,0.375,0,0,0,0,0,0.75,0,0
50192,0.875,0,0,0.125,0,0.375,0,0.625,0,0,0,0,0.375,0,0.375
50193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50194,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0
50195,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50196,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50197,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50198,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50199,0.75,0,0.5,0,0,0,0,0.125,0,0,0,0,0.5,0.125,0
50200,0,0.125,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50201,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50202,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50203,0,0,0,0,0,0,0,0.75,1,0,0,0,1.125,0.625,0.75
50204,0.375,2.125,0,0,0.875,2.25,0,1.625,0,0,0,0,0.5,1.625,1.5
50205,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50206,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50207,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50208,0,0,0,0,0,0.625,0,0,0,0,0,0,0.375,0,0
50209,0,0,0,0,0,0,0,0.375,0,0,0,0,0.5,0,0
50210,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50211,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50212,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0
50213,0,0,0,0,0,0,0,0,0.25,0,0,0,0.625,0,0
50214,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50215,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50216,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50217,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0
50218,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50220,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50221,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50222,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50223,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50224,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50225,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50226,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50227,0,0,0,0,0,0.75,0,0,0,0,0,0,0.625,0,0
50228,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50229,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50230,0.5,0,0,0.25,0,1,0,0.125,0,0,0,0,0.375,1.375,0
50231,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50232,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50234,0,0.375,0,0,0,0.125,0,0,0.875,0,0,0,0,0.125,1.625
50235,0,0,0,0.375,0,0,0,0,0,0,0,0,0.25,0,0
50237,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50238,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50239,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50240,0,0,0,0,0,0,1.25,0,0,0,0,0,1,0,0.375
50241,0,0,0,0.375,0.75,1.125,0,0,0,0,0,0,0.125,0,0.375
50242,0,0,0.125,0.5,0,0,0,0,0.25,0,0,0,0.25,0.125,0
50243,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50244,0,0,0,0,0,0,0.25,0,0,0,0,0,0.125,0,0
50245,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50246,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50247,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50248,0.25,0.5,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0
50250,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50251,0,0,0,0,0,0,0.875,0.375,0,0,0,0,0.125,0,0
50252,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50253,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50254,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50255,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50256,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0
50257,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50258,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50259,0,0,0.25,0,0,0,0,0,0,0,0,0,0.125,0,0
50260,0,0,0,0,0,0.375,0,0,0,0,0,0,0.375,0,0.125
50261,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50262,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50263,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50264,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50265,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50268,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0.5
50269,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50271,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50273,0,0.25,0.625,0,0,0,0,0,0,0,0,0,0.375,0,0
50274,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50276,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50277,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50278,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50279,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50280,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50281,0,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0
50283,0,0,0,0,0,0.625,0,0.125,0,0,0,0,0.125,0,0
50284,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50285,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50286,0,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0
50289,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50291,0.375,0,1.75,0.5,0,0,0,1.125,0,0,0,0,0.25,0,1
50292,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50293,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50294,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50295,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0
50296,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50297,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50298,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50299,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50300,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50301,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50302,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50304,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50305,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
50307,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50308,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50309,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50310,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25
50311,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50312,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50313,0,0,0,0,0,1,0,0,1.125,0,0,0,0.25,0,0
50315,0,0,0.125,0.375,0,0,0,0,0,0,0,0,0.125,0,0.375
50316,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50317,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50318,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50319,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50320,0,0.375,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50321,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0
50322,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50323,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50324,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50325,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50326,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50327,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50329,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50331,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50332,0,0,0,0,0.5,0,0,0,0,0,0,0,0.125,0,0
50333,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50334,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50335,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50336,0,0,1.75,0.25,0,0,0,0.875,0,0,0,0,0.125,0.5,0
50337,0.25,0,0,0,0,0,1.75,0,0,0,0,0,0.25,0,1.25
50339,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50340,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50341,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50343,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50344,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50345,0,0,1.375,0,0,0,0,0,0,0,0,0,0,0,0
50346,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50347,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50348,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50349,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50350,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50351,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50352,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50353,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50355,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50356,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50358,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0
50361,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50362,0.375,0.25,0,0,0,0.125,0.5,0.25,0,0,0,0,0.125,0,0
50363,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50364,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50365,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50366,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50367,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50368,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50369,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50370,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50371,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0.375,0,0
50372,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50373,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50374,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50375,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0.25,0
50376,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50377,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50378,0,0.75,0,0,0,0,0.375,0.75,0,0,0,0,0.25,0,0
50379,0,0,0,0,0,0.375,0,0,0,0,0,0,0.5,0,0
50380,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50381,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50383,0,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50384,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0.375,0,0
50385,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0
50386,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50387,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50388,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50389,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50390,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50391,1.125,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0
50392,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50393,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50394,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50395,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50396,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50397,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50398,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50399,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50400,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50401,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50402,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50404,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50405,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50406,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50407,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50408,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50409,0,0,0.125,0,0,0,0,0,0,0,0,0,0.25,0,0
50411,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50412,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50413,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50414,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50415,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
50417,0,0,0.375,0,0.25,0,0.125,0,0,0,0,0,0,0.75,0
50418,0,0,0,0,0.125,0,0,0,0,0,0,0,0.5,0,0
50419,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50420,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50421,0.625,0.125,0,0.125,0,0.375,0,0,0.125,0,0,0,0.125,0.125,0
50422,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0
50424,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50425,0.125,0,0,0,0,0,0,0,0,0,0,0,0.5,0.125,0.625
50426,0,0.25,0,0,0.125,0,0,0,0,0,0,0,0.375,0,0
50427,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50428,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50430,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50431,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50434,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50435,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50436,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50437,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50438,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50439,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50442,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50443,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50444,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50445,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50446,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50448,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50451,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50452,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50454,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50455,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50457,0.25,0,0.25,0.375,0,0.125,0.375,0,0,0,0,0,0.125,0,0
50458,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50459,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50461,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50462,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50467,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50468,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0
50469,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50470,0,0,0,0.125,0,0.125,0,0.25,0,0,0,0,0,0,0
50471,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50472,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50473,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50474,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50477,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50478,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50479,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50481,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50482,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50483,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50484,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
50485,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50489,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50490,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50491,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0
50492,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
50493,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.375
50494,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
50495,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0
